human	occupation
1656	50995749
1657	2066131
1657	4009406
1657	11513337
1657	14616728
1657	24229398
1657	50995749
1659	2066131
1659	11513337
1659	13381753
1659	14616728
1659	24229398
1659	50995749
1660	2066131
1660	11513337
1660	13381753
1660	14616728
1660	24229398
1660	50995749
1662	2066131
1662	11513337
1662	13381753
1662	14616728
1662	24229398
1662	50995749
1665	2066131
1665	11513337
1665	13381753
1665	14616728
1665	24229398
1665	50995749
1666	28389
1666	33999
1666	36180
1666	36834
1666	49757
1666	177220
1666	327055
1666	482980
1666	483501
1666	488205
1666	639669
1666	702269
1666	753110
1666	855091
1666	978044
1666	1251441
1666	1278335
1666	2462658
1666	2500638
1666	2526255
1666	2643890
1666	3455803
1666	10800557
1666	24229398
1666	25713832
1668	2066131
1668	11513337
1668	13381753
1668	14616728
1668	24229398
1668	50995749
1669	2066131
1669	4439155
1669	11513337
1669	13381753
1669	14616728
1669	24229398
1669	50995749
1671	36180
1671	327055
1671	482980
1671	483501
1671	702269
1671	864380
1671	2066131
1671	2500638
1671	4439155
1671	4853732
1671	11513337
1671	13381753
1671	13382460
1671	14616728
1671	15980158
1671	18814623
1671	24229398
1671	50995749
1672	2066131
1672	4439155
1672	11513337
1672	14616728
1672	24229398
1672	50995749
1674	2066131
1674	4439155
1674	11513337
1674	14616728
1674	24229398
1674	50995749
1677	2066131
1677	11513337
1677	24229398
1677	50995749
1679	2066131
1679	11513337
1679	13381753
1679	14616728
1679	24229398
1679	50995749
1681	2066131
1681	4439155
1681	11513337
1681	14616728
1681	24229398
1681	50995749
1683	2066131
1683	11513337
1683	24229398
1683	50995749
1685	2066131
1685	3665646
1685	4197743
1685	18536342
1685	24229398
1685	50995749
1687	2066131
1687	11513337
1687	24229398
1687	50995749
1690	2066131
1690	11513337
1690	24229398
1690	50995749
1691	2066131
1691	11513337
1691	24229398
1691	50995749
1698	28389
1698	33999
1698	36180
1698	36834
1698	49757
1698	177220
1698	327055
1698	482980
1698	483501
1698	486748
1698	488205
1698	639669
1698	702269
1698	753110
1698	978044
1698	1028181
1698	1075651
1698	1251441
1698	1278335
1698	1415090
1698	2462658
1698	2500638
1698	2526255
1698	2643890
1698	3391743
1698	3455803
1698	10800557
1698	15981151
1698	24229398
1698	25713832
1699	2066131
1699	4009406
1699	11513337
1699	14616728
1699	24229398
1699	50995749
1702	2066131
1702	4439155
1702	11513337
1702	13382460
1702	14616728
1702	24229398
1702	50995749
1704	2066131
1704	4439155
1704	11513337
1704	13382460
1704	14616728
1704	24229398
1704	50995749
1705	2066131
1705	4439155
1705	11513337
1705	13382460
1705	14616728
1705	24229398
1705	50995749
1708	2066131
1708	11513337
1708	24229398
1708	50995749
1712	2066131
1712	11513337
1712	24229398
1712	50995749
1716	33999
1716	36180
1716	36834
1716	177220
1716	327055
1716	482980
1716	483501
1716	488205
1716	639669
1716	702269
1716	753110
1716	822146
1716	1415090
1716	2500638
1716	2643890
1716	10800557
1716	24229398
1716	55960555
1717	2066131
1717	11513337
1717	24229398
1717	50995749
1728	2066131
1728	11513337
1728	24229398
1728	50995749
1732	2066131
1732	11513337
1732	24229398
1732	50995749
1736	2066131
1736	11513337
1736	24229398
1736	50995749
1738	2066131
1738	11513337
1738	24229398
1738	50995749
1739	2066131
1739	11513337
1739	24229398
1739	50995749
1742	378622
1742	2066131
1742	3014296
1742	11513337
1742	23640580
1742	24229398
1742	30339659
1742	45787133
1742	50995749
1743	2066131
1743	11513337
1743	24229398
1743	50995749
1744	28389
1744	33999
1744	36180
1744	36834
1744	43845
1744	49757
1744	131524
1744	177220
1744	183945
1744	327055
1744	482980
1744	483501
1744	639669
1744	702269
1744	713200
1744	753110
1744	855091
1744	978044
1744	1251441
1744	1278335
1744	2462658
1744	2500638
1744	2526255
1744	2643890
1744	3243461
1744	3282637
1744	3455803
1744	4610556
1744	4853732
1744	4887411
1744	5716684
1744	8359428
1744	10732476
1744	10800557
1744	11499147
1744	12362622
1744	13235160
1744	15253558
1744	15980804
1744	24229398
1744	25713832
1744	27943370
1745	2066131
1745	4009406
1745	11513337
1745	14616728
1745	24229398
1745	50995749
1747	2066131
1747	11513337
1747	24229398
1747	50995749
1750	2066131
1750	11513337
1750	24229398
1750	50995749
1751	2066131
1751	4009406
1751	11513337
1751	14616728
1751	24229398
1751	50995749
1752	40348
1752	82955
1752	185351
1752	327055
1752	702269
1752	24229398
1753	2066131
1753	11513337
1753	24229398
1753	50995749
1755	2066131
1755	11513337
1755	24229398
1755	50995749
1758	2066131
1758	11513337
1758	24229398
1758	50995749
1760	2066131
1760	11513337
1760	24229398
1760	50995749
1762	82955
1762	327055
1762	702269
1762	24229398
1766	2066131
1766	11513337
1766	24229398
1766	50995749
1768	33999
1768	36834
1768	158852
1768	177220
1768	327055
1768	482980
1768	483501
1768	488205
1768	639669
1768	702269
1768	705996
1768	713200
1768	753110
1768	806349
1768	978044
1768	1162163
1768	1198887
1768	1251441
1768	2462658
1768	2500638
1768	2643890
1768	10800557
1768	15981151
1768	24229398
1768	25713832
1769	82955
1769	327055
1769	702269
1769	24229398
1771	2066131
1771	11513337
1771	24229398
1771	50995749
1775	1021386
1775	1476215
1775	11499147
1775	15253558
1775	24229398
1776	2066131
1776	11513337
1776	24229398
1776	50995749
1777	82955
1777	327055
1777	702269
1777	24229398
1778	2066131
1778	11513337
1778	24229398
1778	50995749
1779	33999
1779	36834
1779	158852
1779	177220
1779	211236
1779	327055
1779	482980
1779	483501
1779	639669
1779	702269
1779	705996
1779	713200
1779	753110
1779	806349
1779	978044
1779	1162163
1779	1198887
1779	1251441
1779	1278335
1779	1415090
1779	1885941
1779	2462658
1779	2500638
1779	2643890
1779	2722764
1779	3391743
1779	10800557
1779	12377274
1779	13590141
1779	15980804
1779	15981151
1779	16961937
1779	24229398
1779	25713832
1779	55960555
1782	47064
1782	327055
1782	703534
1782	1250916
1782	1414937
1782	24229398
1783	2066131
1783	11513337
1783	24229398
1783	50995749
1784	2066131
1784	11513337
1784	24229398
1784	50995749
1785	28389
1785	33999
1785	36180
1785	36834
1785	49757
1785	177220
1785	193391
1785	212238
1785	327055
1785	482980
1785	483501
1785	488205
1785	572700
1785	639669
1785	702269
1785	703534
1785	753110
1785	822146
1785	978044
1785	1162163
1785	1251441
1785	2462658
1785	2500638
1785	2643890
1785	10800557
1785	16532929
1785	24229398
1785	25713832
1785	55960555
1785	80363469
1786	16533
1786	82955
1786	185351
1786	193391
1786	212238
1786	327055
1786	372436
1786	572700
1786	599151
1786	702269
1786	703534
1786	978044
1786	1162163
1786	1251441
1786	2462658
1786	4594605
1786	16532929
1786	24229398
1786	25713832
1786	80363469
1787	2066131
1787	11513337
1787	24229398
1787	50995749
1788	82955
1788	327055
1788	702269
1788	1097498
1788	1251441
1788	2478141
1788	4164871
1788	24229398
1789	2066131
1789	11513337
1789	14605941
1789	24229398
1789	50995749
1790	36834
1790	42973
1790	177220
1790	211236
1790	255274
1790	327055
1790	482980
1790	483501
1790	639669
1790	702269
1790	753110
1790	947873
1790	1885941
1790	2500638
1790	2643890
1790	2815948
1790	3391743
1790	5322166
1790	13590141
1790	15980804
1790	16961937
1790	24229398
1790	44508716
1790	94498772
1791	16533
1791	82955
1791	185351
1791	212238
1791	327055
1791	572700
1791	599151
1791	702269
1791	703534
1791	978044
1791	1162163
1791	1251441
1791	2462658
1791	4594605
1791	16532929
1791	24229398
1791	25713832
1791	80363469
1793	2066131
1793	11513337
1793	24229398
1793	50995749
1796	2066131
1796	11513337
1796	24229398
1796	50995749
1797	82955
1797	327055
1797	702269
1797	24229398
1798	82955
1798	193391
1798	212238
1798	327055
1798	572700
1798	702269
1798	703534
1798	978044
1798	1162163
1798	1251441
1798	2462658
1798	16532929
1798	24229398
1798	25713832
1798	80363469
1802	33999
1802	36834
1802	177220
1802	327055
1802	482980
1802	483501
1802	486748
1802	488205
1802	639669
1802	702269
1802	753110
1802	855091
1802	1075651
1802	1278335
1802	2500638
1802	2643890
1802	10800557
1802	24229398
1802	55960555
1803	47064
1803	82955
1803	327055
1803	702269
1803	703534
1803	1250916
1803	1414937
1803	24229398
1804	33999
1804	36180
1804	36834
1804	49757
1804	177220
1804	327055
1804	482980
1804	483501
1804	488205
1804	639669
1804	702269
1804	753110
1804	2500638
1804	2643890
1804	10800557
1804	24229398
1805	82955
1805	327055
1805	702269
1805	24229398
1812	82955
1812	327055
1812	702269
1812	24229398
1817	82955
1817	327055
1817	702269
1817	24229398
1830	82955
1830	327055
1830	702269
1830	24229398
1835	41583
1835	628099
1835	937857
1835	1104185
1835	2066131
1835	4197743
1835	18536342
1835	24229398
1835	50995749
1839	41583
1839	628099
1839	937857
1839	1104185
1839	2066131
1839	4197743
1839	18536342
1839	24229398
1839	50995749
1868	901
1868	36180
1868	40348
1868	81096
1868	182436
1868	185351
1868	192581
1868	205375
1868	255274
1868	327055
1868	482980
1868	483501
1868	702269
1868	1650915
1868	1662485
1868	2500638
1868	6958747
1868	15980158
1868	20826540
1868	24229398
1878	28640
1878	36180
1878	37226
1878	43845
1878	192581
1878	327055
1878	482980
1878	483501
1878	702269
1878	974144
1878	1622272
1878	1650915
1878	1930187
1878	2500638
1878	3400985
1878	4359236
1878	4853732
1878	4964182
1878	5428874
1878	6958747
1878	15980804
1878	16727193
1878	20826540
1878	24229398
1879	41583
1879	628099
1879	937857
1879	1104185
1879	2066131
1879	4197743
1879	18536342
1879	24229398
1879	50995749
1883	41583
1883	628099
1883	937857
1883	1104185
1883	2066131
1883	4197743
1883	18536342
1883	24229398
1883	50995749
1885	937857
1885	2066131
1885	4197743
1885	18536342
1885	24229398
1885	50995749
1894	327055
1894	483501
1894	639669
1894	702269
1894	937857
1894	2066131
1894	2252262
1894	2643890
1894	4197743
1894	18536342
1894	24229398
1894	50995749
1907	937857
1907	2066131
1907	4197743
1907	18536342
1907	24229398
1907	50995749
1908	937857
1908	2066131
1908	4197743
1908	18536342
1908	24229398
1908	50995749
1909	937857
1909	2066131
1909	4197743
1909	18536342
1909	24229398
1909	50995749
1910	937857
1910	2066131
1910	4197743
1910	18536342
1910	24229398
1910	50995749
1911	937857
1911	2066131
1911	4197743
1911	18536342
1911	24229398
1911	50995749
1912	937857
1912	2066131
1912	4197743
1912	18536342
1912	24229398
1912	50995749
1913	937857
1913	2066131
1913	4197743
1913	18536342
1913	24229398
1913	50995749
1915	937857
1915	2066131
1915	4197743
1915	18536342
1915	24229398
1915	50995749
1916	937857
1916	2066131
1916	4197743
1916	18536342
1916	24229398
1916	50995749
1917	937857
1917	2066131
1917	4197743
1917	18536342
1917	24229398
1917	50995749
1918	937857
1918	2066131
1918	4197743
1918	18536342
1918	24229398
1918	50995749
1919	937857
1919	2066131
1919	4197743
1919	18536342
1919	24229398
1919	50995749
1920	937857
1920	2066131
1920	4197743
1920	18536342
1920	24229398
1920	50995749
1921	937857
1921	2066131
1921	4197743
1921	18536342
1921	24229398
1921	50995749
1922	937857
1922	2066131
1922	4197743
1922	18536342
1922	24229398
1922	50995749
1923	937857
1923	2066131
1923	4197743
1923	18536342
1923	24229398
1923	50995749
1924	937857
1924	2066131
1924	4197743
1924	18536342
1924	24229398
1924	50995749
1925	937857
1925	2066131
1925	4197743
1925	18536342
1925	24229398
1925	50995749
1926	937857
1926	2066131
1926	4197743
1926	18536342
1926	24229398
1926	50995749
1927	937857
1927	2066131
1927	4197743
1927	18536342
1927	24229398
1927	50995749
1928	937857
1928	2066131
1928	4197743
1928	18536342
1928	24229398
1928	50995749
1929	937857
1929	2066131
1929	4197743
1929	18536342
1929	24229398
1929	50995749
1931	937857
1931	2066131
1931	4197743
1931	18536342
1931	24229398
1931	50995749
1933	2066131
1933	4144610
1933	4270517
1933	20965770
1933	24229398
1933	50995749
1934	937857
1934	2066131
1934	4197743
1934	18536342
1934	24229398
1934	50995749
1935	937857
1935	2066131
1935	4197743
1935	18536342
1935	24229398
1935	50995749
1936	937857
1936	2066131
1936	4197743
1936	18536342
1936	24229398
1936	50995749
1937	937857
1937	2066131
1937	4197743
1937	18536342
1937	24229398
1937	50995749
1938	937857
1938	2066131
1938	4197743
1938	18536342
1938	24229398
1938	50995749
1939	41583
1939	628099
1939	937857
1939	1104185
1939	2066131
1939	4197743
1939	18536342
1939	24229398
1939	50995749
1940	937857
1940	2066131
1940	4197743
1940	18536342
1940	24229398
1940	50995749
1942	937857
1942	2066131
1942	4197743
1942	18536342
1942	24229398
1942	50995749
1943	937857
1943	2066131
1943	4197743
1943	18536342
1943	24229398
1943	50995749
1944	937857
1944	2066131
1944	4197743
1944	18536342
1944	24229398
1944	50995749
1945	2066131
1945	4144610
1945	4270517
1945	20965770
1945	24229398
1945	50995749
1950	33999
1950	327055
1950	483501
1950	702269
1950	2066131
1950	4144610
1950	4270517
1950	20965770
1950	24229398
1950	50995749
1955	33999
1955	327055
1955	483501
1955	702269
1955	2066131
1955	4144610
1955	4270517
1955	20965770
1955	24229398
1955	50995749
1956	28640
1956	37226
1956	192581
1956	327055
1956	702269
1956	974144
1956	2066131
1956	4144610
1956	4270517
1956	6958747
1956	20826540
1956	20965770
1956	24229398
1956	50995749
1958	2066131
1958	4144610
1958	4270517
1958	20965770
1958	24229398
1958	50995749
1962	2066131
1962	4144610
1962	4270517
1962	20965770
1962	24229398
1962	50995749
1984	2066131
1984	4144610
1984	4270517
1984	20965770
1984	24229398
1984	50995749
1991	2066131
1991	4144610
1991	4270517
1991	20965770
1991	24229398
1991	50995749
1993	191633
1993	327055
1993	482980
1993	483501
1993	644687
1993	702269
1993	715301
1993	2500638
1993	3391743
1993	15296811
1993	24229398
2001	28389
2001	33231
2001	36180
2001	43845
2001	131524
2001	222344
2001	327055
2001	482980
2001	483501
2001	702269
2001	978044
2001	1208175
2001	1251441
2001	1414443
2001	1970438
2001	2066131
2001	2462658
2001	2500638
2001	2526255
2001	3282637
2001	3391743
2001	3455803
2001	4197743
2001	5352191
2001	7042855
2001	10873124
2001	13235160
2001	15980804
2001	17291399
2001	18536342
2001	24229398
2001	25713832
2001	47541952
2001	50995749
2001	74649115
2006	2066131
2006	4144610
2006	4270517
2006	20965770
2006	24229398
2006	50995749
2010	191633
2010	327055
2010	482980
2010	483501
2010	644687
2010	702269
2010	715301
2010	2500638
2010	3391743
2010	15296811
2010	24229398
2022	28389
2022	28640
2022	36180
2022	192581
2022	327055
2022	333634
2022	482980
2022	483501
2022	702269
2022	864380
2022	1607826
2022	1650915
2022	1790480
2022	1930187
2022	2500638
2022	4263842
2022	6430706
2022	6958747
2022	14467526
2022	15980158
2022	15980804
2022	16727193
2022	17167049
2022	20826540
2022	24229398
2022	30102337
2031	2066131
2031	4144610
2031	4270517
2031	20965770
2031	24229398
2031	50995749
2038	28640
2038	40348
2038	82955
2038	185351
2038	192581
2038	327055
2038	482980
2038	483501
2038	702269
2038	1930187
2038	2500638
2038	6958747
2038	15980804
2038	24229398
2039	36180
2039	49757
2039	201788
2039	327055
2039	482980
2039	483501
2039	702269
2039	1650915
2039	2500638
2039	15980158
2039	16727193
2039	20826540
2039	24229398
2040	378622
2040	2066131
2040	10349745
2040	23640580
2040	24229398
2040	30339659
2040	50995749
2042	28640
2042	36180
2042	37226
2042	47064
2042	82955
2042	192581
2042	327055
2042	372436
2042	482980
2042	483501
2042	702269
2042	703534
2042	864380
2042	974144
2042	1250916
2042	1414937
2042	2500638
2042	3400985
2042	6958747
2042	11774156
2042	15980158
2042	18814623
2042	18931911
2042	20826540
2042	24229398
2054	28389
2054	36180
2054	49757
2054	82955
2054	214917
2054	327055
2054	372436
2054	482980
2054	483501
2054	702269
2054	1650915
2054	2500638
2054	4964182
2054	15980158
2054	16727193
2054	20826540
2054	24229398
2069	43845
2069	131524
2069	327055
2069	378622
2069	702269
2069	2066131
2069	10349745
2069	23640580
2069	24229398
2069	30339659
2069	50995749
2071	28389
2071	33231
2071	33999
2071	36180
2071	36834
2071	43845
2071	131524
2071	266569
2071	327055
2071	482980
2071	483501
2071	639669
2071	702269
2071	753110
2071	822146
2071	978044
2071	1028181
2071	1251441
2071	1414443
2071	1925963
2071	2405480
2071	2462658
2071	2500638
2071	2526255
2071	3282637
2071	3391743
2071	3455803
2071	7042855
2071	10798782
2071	10800557
2071	13235160
2071	15980804
2071	17291399
2071	24229398
2071	25713832
2072	2066131
2072	4144610
2072	4270517
2072	20965770
2072	24229398
2072	50995749
2086	378622
2086	2066131
2086	3014296
2086	10349745
2086	23640580
2086	24229398
2086	30339659
2086	45787133
2086	50995749
2097	2066131
2097	4144610
2097	4270517
2097	20965770
2097	24229398
2097	50995749
2098	36180
2098	49757
2098	327055
2098	482980
2098	483501
2098	702269
2098	2500638
2098	24229398
2104	378622
2104	2066131
2104	10349745
2104	23640580
2104	24229398
2104	30339659
2104	50995749
2105	82955
2105	212238
2105	327055
2105	372436
2105	572700
2105	599151
2105	702269
2105	703534
2105	978044
2105	1162163
2105	1251441
2105	2462658
2105	16532929
2105	24229398
2105	25713832
2105	80363469
2116	36834
2116	327055
2116	482980
2116	483501
2116	486748
2116	639669
2116	702269
2116	1075651
2116	1278335
2116	2500638
2116	24229398
2124	82955
2124	212238
2124	327055
2124	372436
2124	572700
2124	599151
2124	702269
2124	703534
2124	978044
2124	1162163
2124	1251441
2124	2462658
2124	16532929
2124	24229398
2124	25713832
2124	80363469
2125	327055
2125	378622
2125	702269
2125	978044
2125	1162163
2125	1251441
2125	2066131
2125	2462658
2125	10349745
2125	23640580
2125	24229398
2125	25713832
2125	30339659
2125	50995749
2129	36180
2129	327055
2129	482980
2129	483501
2129	702269
2129	864380
2129	2066131
2129	2500638
2129	4144610
2129	4270517
2129	15980158
2129	18814623
2129	20965770
2129	24229398
2129	50995749
2147	82955
2147	327055
2147	702269
2147	7019111
2147	24229398
2153	36180
2153	82955
2153	327055
2153	482980
2153	483501
2153	702269
2153	2500638
2153	3242115
2153	11499147
2153	15253558
2153	24229398
2161	36180
2161	47064
2161	49757
2161	82955
2161	201788
2161	327055
2161	482980
2161	483501
2161	702269
2161	703534
2161	864380
2161	1250916
2161	1414937
2161	1650915
2161	2500638
2161	4964182
2161	15980158
2161	16727193
2161	20826540
2161	24229398
2172	36180
2172	327055
2172	482980
2172	483501
2172	702269
2172	864380
2172	2066131
2172	2125610
2172	2309784
2172	2500638
2172	15306067
2172	15980158
2172	18814623
2172	24229398
2172	50995749
2185	43845
2185	82955
2185	327055
2185	702269
2185	806798
2185	24229398
2190	28389
2190	33999
2190	36180
2190	211236
2190	245068
2190	327055
2190	482980
2190	483501
2190	702269
2190	713200
2190	978044
2190	1251441
2190	1885941
2190	2462658
2190	2500638
2190	2526255
2190	2722764
2190	3455803
2190	10800557
2190	13590141
2190	15980804
2190	16961937
2190	24229398
2190	25713832
2196	33999
2196	36180
2196	211236
2196	245068
2196	327055
2196	482980
2196	483501
2196	702269
2196	713200
2196	1885941
2196	2500638
2196	2722764
2196	13590141
2196	15980804
2196	16961937
2196	24229398
2196	44508716
2252	901
2252	28640
2252	36180
2252	43845
2252	47064
2252	81096
2252	189290
2252	192581
2252	254651
2252	327055
2252	373021
2252	482980
2252	483501
2252	618694
2252	702269
2252	703534
2252	864380
2252	1250916
2252	1414937
2252	1650915
2252	2095549
2252	2500638
2252	4164871
2252	6958747
2252	15980158
2252	18814623
2252	18844224
2252	20826540
2252	23640580
2252	24229398
2252	28225718
2252	61022630
2253	47064
2253	82955
2253	327055
2253	702269
2253	703534
2253	1250916
2253	1414937
2253	24229398
2253	97667506
2253	98103687
2259	82955
2259	327055
2259	702269
2259	1097498
2259	1251441
2259	2478141
2259	4164871
2259	24229398
2263	28389
2263	33999
2263	36180
2263	36834
2263	43845
2263	131524
2263	245068
2263	327055
2263	482980
2263	483501
2263	578109
2263	639669
2263	702269
2263	713200
2263	978044
2263	1251441
2263	1414443
2263	2059704
2263	2259451
2263	2405480
2263	2462658
2263	2500638
2263	2526255
2263	3282637
2263	3455803
2263	10798782
2263	10800557
2263	13235160
2263	15949613
2263	15980804
2263	24229398
2263	25713832
2263	47541952
2274	36834
2274	177220
2274	327055
2274	482980
2274	483501
2274	639669
2274	702269
2274	1278335
2274	2500638
2274	2643890
2274	12377274
2274	15981151
2274	24229398
2291	28389
2291	33999
2291	36180
2291	36834
2291	49757
2291	214917
2291	245068
2291	327055
2291	482980
2291	483501
2291	639669
2291	702269
2291	713200
2291	753110
2291	822146
2291	2500638
2291	10800557
2291	24229398
2307	47064
2307	82955
2307	327055
2307	702269
2307	703534
2307	1250916
2307	1414937
2307	24229398
2307	97667506
2307	98103687
2327	378622
2327	2066131
2327	3014296
2327	23640580
2327	24229398
2327	30339659
2327	45787133
2327	50995749
2330	378622
2330	2066131
2330	3014296
2330	23640580
2330	24229398
2330	30339659
2330	45787133
2330	50995749
2339	937857
2339	2066131
2339	4197743
2339	18536342
2339	24229398
2339	50995749
2492	16533
2492	36180
2492	40348
2492	47064
2492	82955
2492	185351
2492	212238
2492	212948
2492	327055
2492	482980
2492	483501
2492	572700
2492	599151
2492	702269
2492	703534
2492	864380
2492	978044
2492	1125062
2492	1162163
2492	1250916
2492	1251441
2492	1397808
2492	1414937
2492	2462658
2492	2500638
2492	3242115
2492	4594605
2492	4991371
2492	11499147
2492	15253558
2492	15980158
2492	16532929
2492	18814623
2492	24229398
2492	25713832
2492	80363469
2494	901
2494	28640
2494	36180
2494	37226
2494	42603
2494	43845
2494	161944
2494	177826
2494	192581
2494	250867
2494	327055
2494	482980
2494	483501
2494	486748
2494	639669
2494	702269
2494	831474
2494	974144
2494	1075651
2494	1234713
2494	1278335
2494	1423891
2494	1622272
2494	1650915
2494	2259532
2494	2500638
2494	3315492
2494	3400985
2494	4359236
2494	4964182
2494	5428874
2494	6958747
2494	15319501
2494	16727193
2494	17573152
2494	19829980
2494	20826540
2494	24229398
2494	24262594
2494	25393460
2496	901
2496	28640
2496	37226
2496	43845
2496	82955
2496	188094
2496	192581
2496	327055
2496	483501
2496	702269
2496	974144
2496	1622272
2496	1650915
2496	2500638
2496	3400985
2496	4359236
2496	5428874
2496	6958747
2496	15319501
2496	20826540
2496	24229398
2512	16533
2512	40348
2512	82955
2512	185351
2512	212238
2512	327055
2512	572700
2512	599151
2512	702269
2512	703534
2512	978044
2512	1162163
2512	1251441
2512	2462658
2512	4594605
2512	16532929
2512	24229398
2512	25713832
2512	80363469
2514	28640
2514	36180
2514	82955
2514	192581
2514	327055
2514	482980
2514	483501
2514	702269
2514	864380
2514	1930187
2514	2500638
2514	6958747
2514	15980158
2514	15980804
2514	18814623
2514	24229398
2516	901
2516	36180
2516	82955
2516	188094
2516	212238
2516	327055
2516	482980
2516	483501
2516	572700
2516	702269
2516	703534
2516	978044
2516	1162163
2516	1251441
2516	1650915
2516	2462658
2516	2500638
2516	15319501
2516	15980158
2516	16532929
2516	20826540
2516	24229398
2516	25713832
2516	80363469
2518	901
2518	28640
2518	36180
2518	37226
2518	82955
2518	192581
2518	201788
2518	327055
2518	482980
2518	483501
2518	702269
2518	974144
2518	1238570
2518	1650915
2518	2500638
2518	3400985
2518	6958747
2518	15319501
2518	15980158
2518	16727193
2518	20826540
2518	24229398
2530	36180
2530	40348
2530	82955
2530	185351
2530	255274
2530	327055
2530	482980
2530	483501
2530	702269
2530	2500638
2530	15978655
2530	15980158
2530	24229398
2538	28640
2538	36180
2538	37226
2538	43845
2538	82955
2538	152002
2538	177826
2538	192581
2538	327055
2538	482980
2538	483501
2538	702269
2538	974144
2538	1622272
2538	1930187
2538	2259532
2538	2500638
2538	3400985
2538	4359236
2538	4504549
2538	5428874
2538	6958747
2538	15980158
2538	15980804
2538	17573152
2538	20826540
2538	24229398
2540	40348
2540	82955
2540	185351
2540	327055
2540	702269
2540	24229398
2542	901
2542	82955
2542	188094
2542	327055
2542	483501
2542	702269
2542	1650915
2542	2500638
2542	15319501
2542	20826540
2542	24229398
2543	28389
2543	36180
2543	327055
2543	482980
2543	483501
2543	644687
2543	702269
2543	715301
2543	2500638
2543	3391743
2543	15296811
2543	24229398
2551	28640
2551	43845
2551	82955
2551	192581
2551	215536
2551	327055
2551	482980
2551	483501
2551	702269
2551	998550
2551	1415187
2551	1930187
2551	2500638
2551	3704253
2551	6958747
2551	15980804
2551	24229398
2563	16533
2563	28640
2563	37226
2563	43845
2563	82955
2563	185351
2563	192581
2563	212238
2563	327055
2563	572700
2563	599151
2563	702269
2563	703534
2563	974144
2563	978044
2563	1162163
2563	1251441
2563	1622272
2563	2462658
2563	3400985
2563	4359236
2563	4594605
2563	5428874
2563	6958747
2563	16532929
2563	20826540
2563	24229398
2563	25713832
2563	80363469
2566	28640
2566	47064
2566	189290
2566	192581
2566	327055
2566	703534
2566	1250916
2566	1414937
2566	4164871
2566	6958747
2566	24229398
2566	61022630
2567	40348
2567	47064
2567	82955
2567	185351
2567	327055
2567	702269
2567	703534
2567	1250916
2567	1414937
2567	24229398
2569	82955
2569	185351
2569	193391
2569	212238
2569	327055
2569	572700
2569	702269
2569	703534
2569	978044
2569	1162163
2569	1251441
2569	2462658
2569	16532929
2569	24229398
2569	25713832
2569	80363469
2570	327055
2570	482980
2570	483501
2570	644687
2570	702269
2570	715301
2570	2500638
2570	3391743
2570	15296811
2570	24229398
2571	47064
2571	82955
2571	327055
2571	702269
2571	703534
2571	1250916
2571	1414937
2571	24229398
2573	901
2573	40348
2573	82955
2573	185351
2573	327055
2573	483501
2573	702269
2573	1234713
2573	1650915
2573	2500638
2573	15319501
2573	16727193
2573	19829980
2573	20826540
2573	24229398
2582	81096
2582	82955
2582	327055
2582	702269
2582	24229398
2593	28389
2593	33999
2593	36180
2593	43845
2593	131524
2593	327055
2593	482980
2593	483501
2593	702269
2593	978044
2593	1251441
2593	2462658
2593	2500638
2593	2526255
2593	3282637
2593	3455803
2593	10800557
2593	13235160
2593	15980804
2593	24229398
2593	25713832
2594	28640
2594	37226
2594	43845
2594	82955
2594	192581
2594	327055
2594	482980
2594	483501
2594	702269
2594	974144
2594	1622272
2594	1930187
2594	2500638
2594	3400985
2594	4359236
2594	5428874
2594	6958747
2594	15980804
2594	20826540
2594	24229398
2597	33999
2597	327055
2597	483501
2597	702269
2597	2405480
2597	10798782
2597	10800557
2597	24229398
2599	28389
2599	33999
2599	36180
2599	36834
2599	43845
2599	131524
2599	177220
2599	327055
2599	386854
2599	482980
2599	483501
2599	486748
2599	488205
2599	584301
2599	639669
2599	702269
2599	753110
2599	822146
2599	855091
2599	1028181
2599	1075651
2599	1278335
2599	1415090
2599	2500638
2599	2643890
2599	3282637
2599	3391743
2599	4351403
2599	13235160
2599	15980804
2599	24229398
2599	55960555
2601	47064
2601	82955
2601	185351
2601	212948
2601	327055
2601	702269
2601	703534
2601	1125062
2601	1250916
2601	1397808
2601	1414937
2601	3242115
2601	4991371
2601	11499147
2601	15253558
2601	24229398
2602	82955
2602	327055
2602	702269
2602	24229398
2604	42603
2604	177826
2604	193391
2604	212238
2604	250867
2604	255274
2604	327055
2604	432386
2604	548320
2604	572700
2604	702269
2604	703534
2604	733786
2604	831474
2604	978044
2604	1162163
2604	1251441
2604	1423891
2604	2259532
2604	2462658
2604	2566598
2604	3315492
2604	4504549
2604	12859263
2604	16532929
2604	17573152
2604	24229398
2604	25713832
2604	28503751
2604	80363469
2607	36180
2607	47064
2607	82955
2607	212948
2607	327055
2607	482980
2607	483501
2607	702269
2607	703534
2607	864380
2607	1125062
2607	1250916
2607	1397808
2607	1414937
2607	2500638
2607	3242115
2607	4991371
2607	11499147
2607	15253558
2607	15980158
2607	18814623
2607	24229398
2610	47064
2610	82955
2610	212948
2610	327055
2610	702269
2610	703534
2610	1125062
2610	1250916
2610	1397808
2610	1414937
2610	3242115
2610	4991371
2610	11499147
2610	15253558
2610	24229398
2628	47064
2628	82955
2628	212948
2628	327055
2628	702269
