human	occupation
991	36180
991	192581
991	327055
991	333634
991	482980
991	483501
991	702269
991	864380
991	1650915
991	1790480
991	1930187
991	2500638
991	4964182
991	6625963
991	6958747
991	11774202
991	14467526
991	15949613
991	15980158
991	15980804
991	16727193
991	20826540
991	24229398
991	30102337
997	901
997	169470
997	327055
997	483501
997	702269
997	1476215
997	1650915
997	2500638
997	11499147
997	15253558
997	16742096
997	20826540
997	24229398
1001	28640
1001	36180
1001	40348
1001	82955
1001	185351
1001	192581
1001	327055
1001	482980
1001	483501
1001	702269
1001	808967
1001	864380
1001	1021386
1001	1476215
1001	1607826
1001	1650915
1001	1930187
1001	2500638
1001	3242115
1001	4964182
1001	6958747
1001	11499147
1001	11774156
1001	11774202
1001	15253558
1001	15980158
1001	15980804
1001	16727193
1001	17351648
1001	18814623
1001	20826540
1001	24229398
1001	96050759
1023	36834
1023	43845
1023	131524
1023	177220
1023	183945
1023	327055
1023	482980
1023	483501
1023	639669
1023	702269
1023	753110
1023	2500638
1023	2643890
1023	13235160
1023	24229398
1031	36180
1031	40348
1031	49757
1031	185351
1031	327055
1031	482980
1031	483501
1031	702269
1031	2500638
1031	24229398
1035	901
1035	18805
1035	36180
1035	131512
1035	327055
1035	350979
1035	482980
1035	483501
1035	520549
1035	702269
1035	864503
1035	1650915
1035	2374149
1035	2500638
1035	2873500
1035	3055126
1035	11424604
1035	11900058
1035	15980158
1035	16868721
1035	20826540
1035	22813352
1035	24229398
1035	30093123
1043	901
1043	18805
1043	28640
1043	36180
1043	37226
1043	39631
1043	43229
1043	43845
1043	121594
1043	192581
1043	327055
1043	350979
1043	482980
1043	483501
1043	520549
1043	601401
1043	702269
1043	864380
1043	864503
1043	974144
1043	1225716
1043	1622272
1043	1650915
1043	2169973
1043	2374149
1043	2487799
1043	2500638
1043	3055126
1043	3400985
1043	4287745
1043	4359236
1043	4830453
1043	5428874
1043	6958747
1043	11424604
1043	11974939
1043	15980158
1043	18814623
1043	20826540
1043	24229398
1047	36180
1047	40348
1047	82955
1047	185351
1047	327055
1047	372436
1047	482980
1047	483501
1047	702269
1047	808967
1047	864380
1047	2500638
1047	8359428
1047	11499147
1047	15253558
1047	15627169
1047	15980158
1047	18814623
1047	24229398
1048	36180
1048	42603
1048	47064
1048	49757
1048	82955
1048	177826
1048	201788
1048	255274
1048	327055
1048	482980
1048	483501
1048	702269
1048	703534
1048	864380
1048	1097498
1048	1250916
1048	1251441
1048	1414937
1048	1423891
1048	1650915
1048	2259532
1048	2500638
1048	3315492
1048	4164871
1048	11774156
1048	12859263
1048	15980158
1048	16727193
1048	17573152
1048	18814623
1048	20826540
1048	24229398
1048	28503751
1048	97667506
1048	98103687
1051	901
1051	18805
1051	327055
1051	350979
1051	483501
1051	702269
1051	864503
1051	1650915
1051	2500638
1051	3055126
1051	20826540
1051	24229398
1056	47064
1056	82955
1056	254651
1056	327055
1056	373021
1056	702269
1056	703534
1056	1250916
1056	1414937
1056	2095549
1056	23640580
1056	24229398
1058	82955
1058	327055
1058	702269
1058	24229398
1064	36180
1064	49757
1064	82955
1064	327055
1064	482980
1064	483501
1064	702269
1064	2500638
1064	6625963
1064	24229398
1067	901
1067	28640
1067	36180
1067	36834
1067	37226
1067	49757
1067	58968
1067	82955
1067	192581
1067	327055
1067	482980
1067	483501
1067	639669
1067	702269
1067	753110
1067	822146
1067	974144
1067	1238570
1067	1650915
1067	2500638
1067	3400985
1067	4964182
1067	6958747
1067	12144794
1067	15319501
1067	15980158
1067	16727193
1067	18931911
1067	20826540
1067	24229398
1081	130857
1081	327055
1081	483501
1081	639669
1081	702269
1081	24229398
1124	28640
1124	36180
1124	37226
1124	40348
1124	82955
1124	185351
1124	192581
1124	193391
1124	212238
1124	327055
1124	372436
1124	482980
1124	483501
1124	572700
1124	639669
1124	702269
1124	703534
1124	864380
1124	974144
1124	978044
1124	1162163
1124	1251441
1124	1278335
1124	2462658
1124	2500638
1124	6958747
1124	12800682
1124	15980158
1124	16532929
1124	18814623
1124	20826540
1124	24229398
1124	25713832
1124	80363469
1145	28640
1145	36834
1145	37226
1145	192581
1145	327055
1145	482980
1145	483501
1145	639669
1145	702269
1145	713200
1145	765778
1145	974144
1145	1075651
1145	1278335
1145	1650915
1145	2490358
1145	2500638
1145	3400985
1145	6958747
1145	14915627
1145	16727193
1145	18931911
1145	20826540
1145	24229398
1149	82955
1149	327055
1149	702269
1149	24229398
1151	28389
1151	28640
1151	36180
1151	36834
1151	158852
1151	182436
1151	192581
1151	214917
1151	255274
1151	327055
1151	482980
1151	483501
1151	639669
1151	702269
1151	713200
1151	864380
1151	978044
1151	1162163
1151	1198887
1151	1251441
1151	1278335
1151	1350157
1151	1662485
1151	1930187
1151	2462658
1151	2500638
1151	6430706
1151	6958747
1151	8178443
1151	15980158
1151	15980804
1151	18814623
1151	20669622
1151	24229398
1151	25713832
1178	36834
1178	158852
1178	327055
1178	482980
1178	483501
1178	486748
1178	639669
1178	702269
1178	713200
1178	978044
1178	1075651
1178	1162163
1178	1198887
1178	1251441
1178	1278335
1178	2462658
1178	2490358
1178	2500638
1178	24229398
1178	25713832
1189	937857
1189	2066131
1189	4009406
1189	4197743
1189	11513337
1189	14616728
1189	18536342
1189	24229398
1189	50995749
1192	901
1192	28640
1192	36834
1192	37226
1192	158852
1192	192581
1192	327055
1192	482980
1192	483501
1192	639669
1192	702269
1192	713200
1192	805221
1192	974144
1192	978044
1192	1162163
1192	1198887
1192	1231865
1192	1251441
1192	1259917
1192	1278335
1192	1650915
1192	2462658
1192	2490358
1192	2500638
1192	2675537
1192	5716684
1192	6958747
1192	15319501
1192	16145150
1192	20826540
1192	24229398
1192	25713832
1203	33999
1203	36180
1203	36834
1203	43845
1203	49757
1203	131524
1203	177220
1203	183945
1203	211236
1203	327055
1203	482980
1203	483501
1203	486748
1203	488205
1203	639669
1203	662729
1203	702269
1203	753110
1203	855091
1203	978044
1203	1028181
1203	1075651
1203	1251441
1203	1278335
1203	1650915
1203	2462658
1203	2500638
1203	2526255
1203	2643890
1203	3282637
1203	3391743
1203	3455803
1203	4964182
1203	10800557
1203	11499147
1203	12144794
1203	13235160
1203	15253558
1203	15980804
1203	16727193
1203	20826540
1203	24229398
1203	25713832
1217	327055
1217	483501
1217	702269
1217	1028181
1217	3391743
1217	24229398
1220	82955
1220	327055
1220	702269
1220	24229398
1224	901
1224	43845
1224	82955
1224	188094
1224	327055
1224	483501
1224	702269
1224	806798
1224	1650915
1224	2500638
1224	15319501
1224	20826540
1224	24229398
1225	36834
1225	43845
1225	131524
1225	177220
1225	183945
1225	327055
1225	482980
1225	483501
1225	486748
1225	639669
1225	702269
1225	855091
1225	1075651
1225	1278335
1225	2500638
1225	2643890
1225	13235160
1225	24229398
1225	55960555
1228	40348
1228	82955
1228	185351
1228	327055
1228	702269
1228	24229398
1230	82955
1230	327055
1230	702269
1230	24229398
1233	28640
1233	82955
1233	192581
1233	327055
1233	482980
1233	483501
1233	702269
1233	1930187
1233	2500638
1233	6958747
1233	15980804
1233	24229398
1235	40348
1235	82955
1235	185351
1235	327055
1235	702269
1235	24229398
1238	82955
1238	193391
1238	212238
1238	327055
1238	572700
1238	702269
1238	703534
1238	978044
1238	1162163
1238	1251441
1238	2462658
1238	16532929
1238	24229398
1238	25713832
1238	80363469
1240	82955
1240	193391
1240	212238
1240	327055
1240	572700
1240	702269
1240	703534
1240	978044
1240	1162163
1240	1251441
1240	2462658
1240	16532929
1240	24229398
1240	25713832
1240	80363469
1241	82955
1241	327055
1241	702269
1241	24229398
1242	901
1242	28640
1242	37226
1242	40348
1242	43845
1242	82955
1242	121594
1242	185351
1242	188094
1242	192581
1242	327055
1242	482980
1242	483501
1242	601401
1242	702269
1242	806798
1242	974144
1242	1622272
1242	1650915
1242	1930187
1242	2500638
1242	3400985
1242	4359236
1242	5428874
1242	6958747
1242	15319501
1242	15980804
1242	20826540
1242	24229398
1245	16533
1245	28640
1245	40348
1245	82955
1245	185351
1245	192581
1245	212238
1245	327055
1245	482980
1245	483501
1245	572700
1245	599151
1245	702269
1245	703534
1245	978044
1245	1162163
1245	1251441
1245	1930187
1245	2462658
1245	2500638
1245	4594605
1245	6958747
1245	15980804
1245	16532929
1245	24229398
1245	25713832
1245	80363469
1253	82955
1253	193391
1253	212238
1253	327055
1253	572700
1253	702269
1253	703534
1253	978044
1253	1162163
1253	1251441
1253	2462658
1253	16532929
1253	24229398
1253	25713832
1253	80363469
1254	901
1254	82955
1254	188094
1254	193391
1254	212238
1254	327055
1254	483501
1254	572700
1254	702269
1254	703534
1254	978044
1254	1162163
1254	1251441
1254	1650915
1254	2462658
1254	2500638
1254	15319501
1254	16532929
1254	20826540
1254	24229398
1254	25713832
1254	80363469
1257	36180
1257	82955
1257	193391
1257	212238
1257	327055
1257	482980
1257	483501
1257	572700
1257	702269
1257	703534
1257	978044
1257	1162163
1257	1251441
1257	2462658
1257	2500638
1257	16532929
1257	24229398
1257	25713832
1257	80363469
1259	40348
1259	82955
1259	185351
1259	193391
1259	212238
1259	327055
1259	572700
1259	702269
1259	703534
1259	978044
1259	1162163
1259	1251441
1259	2462658
1259	16532929
1259	24229398
1259	25713832
1259	80363469
1260	28640
1260	36180
1260	40348
1260	47064
1260	82955
1260	185351
1260	189290
1260	192581
1260	193391
1260	212238
1260	327055
1260	482980
1260	483501
1260	572700
1260	702269
1260	703534
1260	864380
1260	978044
1260	1162163
1260	1250916
1260	1251441
1260	1414937
1260	2462658
1260	2500638
1260	4164871
1260	6958747
1260	15980158
1260	16532929
1260	18814623
1260	24229398
1260	25713832
1260	61022630
1260	80363469
1264	36180
1264	82955
1264	193391
1264	212238
1264	327055
1264	482980
1264	483501
1264	572700
1264	702269
1264	703534
1264	978044
1264	1162163
1264	1251441
1264	2462658
1264	2500638
1264	16532929
1264	24229398
1264	25713832
1264	80363469
1267	901
1267	36180
1267	49757
1267	82955
1267	188094
1267	193391
1267	212238
1267	327055
1267	482980
1267	483501
1267	572700
1267	702269
1267	703534
1267	978044
1267	1162163
1267	1251441
1267	1650915
1267	2462658
1267	2500638
1267	15319501
1267	16532929
1267	20826540
1267	24229398
1267	25713832
1267	80363469
1268	901
1268	28640
1268	36834
1268	37226
1268	192581
1268	327055
1268	482980
1268	483501
1268	486748
1268	639669
1268	702269
1268	713200
1268	974144
1268	1075651
1268	1231865
1268	1278335
1268	1650915
1268	2500638
1268	2675537
1268	6958747
1268	15319501
1268	16145150
1268	20826540
1268	24229398
1271	40348
1271	82955
1271	185351
1271	193391
1271	212238
1271	327055
1271	572700
1271	702269
1271	703534
1271	978044
1271	1162163
1271	1251441
1271	2462658
1271	16532929
1271	24229398
1271	25713832
1271	80363469
1275	82955
1275	193391
1275	212238
1275	327055
1275	572700
1275	702269
1275	703534
1275	978044
1275	1162163
1275	1251441
1275	2462658
1275	16532929
1275	24229398
1275	25713832
1275	80363469
1276	28389
1276	33999
1276	36180
1276	36834
1276	43845
1276	49757
1276	131524
1276	177220
1276	183945
1276	327055
1276	482980
1276	483501
1276	486748
1276	488205
1276	639669
1276	702269
1276	713200
1276	753110
1276	1075651
1276	1278335
1276	2500638
1276	2643890
1276	3391743
1276	6625963
1276	10800557
1276	13235160
1276	24229398
1290	901
1290	36180
1290	169470
1290	170790
1290	327055
1290	482980
1290	483501
1290	702269
1290	1234713
1290	1650915
1290	2500638
1290	2732142
1290	4964182
1290	15319501
1290	16727193
1290	19829980
1290	20826540
1290	24229398
1294	40348
1294	82955
1294	185351
1294	327055
1294	702269
1294	24229398
1298	40348
1298	82955
1298	185351
1298	327055
1298	702269
1298	24229398
1300	40348
1300	82955
1300	185351
1300	327055
1300	702269
1300	24229398
1316	47064
1316	82955
1316	327055
1316	702269
1316	703534
1316	1250916
1316	1414937
1316	24229398
1317	43845
1317	81096
1317	327055
1317	702269
1317	1414937
1317	13582652
1317	17573152
1317	24229398
1318	43845
1318	82955
1318	193391
1318	212238
1318	327055
1318	572700
1318	702269
1318	703534
1318	978044
1318	1162163
1318	1251441
1318	2462658
1318	16532929
1318	24229398
1318	25713832
1318	80363469
1319	40348
1319	48352
1319	82955
1319	131512
1319	185351
1319	294414
1319	327055
1319	372436
1319	702269
1319	2285706
1319	4164871
1319	24229398
1320	45199
1320	47064
1320	82955
1320	327055
1320	702269
1320	703534
1320	1250916
1320	1414937
1320	2873500
1320	11900058
1320	22813352
1320	24229398
1320	30093123
1322	40348
1322	82955
1322	185351
1322	193391
1322	212238
1322	327055
1322	572700
1322	702269
1322	703534
1322	978044
1322	1162163
1322	1251441
1322	2462658
1322	16532929
1322	24229398
1322	25713832
1322	80363469
1323	16533
1323	36180
1323	40348
1323	82955
1323	185351
1323	193391
1323	201788
1323	212238
1323	327055
1323	482980
1323	483501
1323	572700
1323	599151
1323	702269
1323	703534
1323	978044
1323	1162163
1323	1251441
1323	1650915
1323	2462658
1323	2500638
1323	4594605
1323	15980158
1323	16532929
1323	16727193
1323	20826540
1323	24229398
1323	25713832
1323	80363469
1324	40348
1324	82955
1324	185351
1324	193391
1324	212238
1324	327055
1324	572700
1324	702269
1324	703534
1324	978044
1324	1162163
1324	1251441
1324	2462658
1324	16532929
1324	24229398
1324	25713832
1324	80363469
1325	901
1325	28640
1325	36180
1325	37226
1325	43845
1325	188094
1325	192581
1325	201788
1325	327055
1325	482980
1325	483501
1325	702269
1325	974144
1325	1238570
1325	1622272
1325	1650915
1325	2306091
1325	2500638
1325	3400985
1325	4359236
1325	4964182
1325	5428874
1325	6958747
1325	15319501
1325	15980158
1325	16727193
1325	20826540
1325	24229398
1326	40348
1326	82955
1326	185351
1326	327055
1326	702269
1326	24229398
1327	82955
1327	193391
1327	212238
1327	327055
1327	572700
1327	702269
1327	703534
1327	978044
1327	1162163
1327	1251441
1327	2462658
1327	16532929
1327	24229398
1327	25713832
1327	80363469
1328	16533
1328	40348
1328	82955
1328	185351
1328	193391
1328	212238
1328	327055
1328	572700
1328	599151
1328	702269
1328	703534
1328	978044
1328	1162163
1328	1251441
1328	2462658
1328	4594605
1328	16532929
1328	24229398
1328	25713832
1328	80363469
1329	47064
1329	82955
1329	327055
1329	702269
1329	703534
1329	1250916
1329	1414937
1329	24229398
1330	47064
1330	82955
1330	327055
1330	702269
1330	703534
1330	1250916
1330	1414937
1330	24229398
1331	47064
1331	82955
1331	193391
1331	212238
1331	327055
1331	572700
1331	702269
1331	703534
1331	978044
1331	1162163
1331	1250916
1331	1251441
1331	1414937
1331	2462658
1331	16532929
1331	24229398
1331	25713832
1331	80363469
1332	47064
1332	82955
1332	327055
1332	702269
1332	703534
1332	1250916
1332	1414937
1332	4991371
1332	24229398
1333	47064
1333	82955
1333	193391
1333	212238
1333	327055
1333	572700
1333	702269
1333	703534
1333	978044
1333	1162163
1333	1250916
1333	1251441
1333	1414937
1333	2462658
1333	16532929
1333	24229398
1333	25713832
1333	80363469
1339	901
1339	28640
1339	36834
1339	37226
1339	43845
1339	158852
1339	192581
1339	327055
1339	482980
1339	483501
1339	639669
1339	702269
1339	713200
1339	765778
1339	974144
1339	978044
1339	1075651
1339	1076502
1339	1162163
1339	1198887
1339	1231865
1339	1251441
1339	1259917
1339	1278335
1339	1622272
1339	1650915
1339	2462658
1339	2500638
1339	2675537
1339	3400985
1339	4359236
1339	5428874
1339	6958747
1339	14915627
1339	15319501
1339	16145150
1339	16727193
1339	20826540
1339	24229398
1339	25713832
1339	81729632
1340	28640
1340	36834
1340	42603
1340	177826
1340	192581
1340	250867
1340	327055
1340	482980
1340	483501
1340	486748
1340	639669
1340	702269
1340	706364
1340	765778
1340	831474
1340	943995
1340	978044
1340	1075651
1340	1162163
1340	1251441
1340	1278335
1340	1423891
1340	1776724
1340	2259532
1340	2462658
1340	2500638
1340	2961975
1340	3315492
1340	4801269
1340	6958747
1340	15839299
1340	15980804
1340	17291399
1340	17573152
1340	24229398
1340	25713832
1340	81729632
1381	81096
1381	205375
1381	327055
1381	482980
1381	483501
1381	702269
1381	2500638
1381	3630699
1381	5322166
1381	24229398
1394	901
1394	28640
1394	36180
1394	37226
1394	40348
1394	82955
1394	185351
1394	188094
1394	192581
1394	327055
1394	482980
1394	483501
1394	702269
1394	974144
1394	1238570
1394	1650915
1394	1930187
1394	2500638
1394	3242115
1394	3400985
1394	4964182
1394	6958747
1394	11499147
1394	15253558
1394	15319501
1394	15980158
1394	15980804
1394	16727193
1394	18931911
1394	20826540
1394	24229398
1395	28389
1395	36180
1395	327055
1395	482980
1395	483501
1395	644687
1395	702269
1395	715301
1395	2500638
1395	3391743
1395	15296811
1395	24229398
1398	36180
1398	49757
1398	327055
1398	482980
1398	483501
1398	702269
1398	2500638
1398	24229398
1399	901
1399	28640
1399	36180
1399	37226
1399	49757
1399	82955
1399	192581
1399	193391
1399	201788
1399	212238
1399	327055
1399	333634
1399	482980
1399	483501
1399	572700
1399	702269
1399	703534
1399	974144
1399	978044
1399	1162163
1399	1238570
1399	1251441
1399	1650915
1399	1790480
1399	2462658
1399	2500638
1399	3400985
1399	4964182
1399	6958747
1399	14467526
1399	15319501
1399	15980158
1399	16532929
1399	16727193
1399	18931911
1399	20826540
1399	24229398
1399	25713832
1399	30102337
1399	80363469
1401	36180
1401	36834
1401	49757
1401	327055
1401	333634
1401	482980
1401	483501
1401	639669
1401	702269
1401	753110
1401	822146
1401	864380
1401	1650915
1401	1790480
1401	2066131
1401	2500638
1401	4964182
1401	9149093
1401	13418253
1401	14467526
1401	15980158
1401	16727193
1401	18814623
1401	20826540
1401	24229398
1401	30102337
1401	50995749
1402	36180
1402	36834
1402	49757
1402	193391
1402	212238
1402	327055
1402	333634
1402	482980
1402	483501
1402	572700
1402	639669
1402	702269
1402	703534
1402	753110
1402	822146
1402	864380
1402	978044
1402	1162163
1402	1251441
1402	1650915
1402	1790480
1402	2462658
1402	2500638
1402	14467526
1402	15949613
1402	15980158
1402	16532929
1402	16727193
1402	20826540
1402	24229398
1402	25713832
1402	30102337
1402	80363469
1403	28389
1403	36180
1403	49757
1403	214917
1403	327055
1403	482980
1403	483501
1403	702269
1403	2500638
1403	6625963
1403	24229398
1405	47064
1405	82955
1405	327055
1405	702269
1405	703534
1405	1250916
1405	1414937
1405	24229398
1405	97667506
1405	98103687
1407	47064
1407	82955
1407	327055
1407	702269
1407	703534
1407	1250916
1407	1414937
1407	4991371
1407	24229398
1409	82955
1409	327055
1409	702269
1409	24229398
1411	36180
1411	42603
1411	82955
1411	177826
1411	201788
1411	327055
1411	482980
1411	483501
1411	702269
1411	1423891
1411	1650915
1411	2259532
1411	2500638
1411	3315492
1411	15980158
1411	16727193
1411	17573152
1411	20826540
1411	24229398
1413	36180
1413	47064
1413	49757
1413	82955
1413	327055
1413	482980
1413	483501
1413	702269
1413	703534
1413	1250916
1413	1414937
1413	2500638
1413	24229398
1414	47064
1414	82955
1414	327055
1414	702269
1414	703534
1414	1250916
1414	1414937
1414	24229398
1416	82955
1416	327055
1416	702269
1416	24229398
1417	47064
1417	82955
1417	327055
1417	702269
1417	703534
1417	1250916
1417	1414937
1417	24229398
1419	43229
1419	82955
1419	327055
1419	702269
1419	24229398
1421	47064
1421	82955
1421	327055
1421	702269
1421	703534
1421	1250916
1421	1414937
1421	24229398
1423	82955
1423	327055
1423	702269
1423	24229398
1424	82955
1424	327055
1424	702269
1424	24229398
1425	28640
1425	47064
1425	82955
1425	189290
1425	192581
1425	327055
1425	372436
1425	702269
1425	703534
1425	1250916
1425	1414937
1425	4164871
1425	6958747
1425	24229398
1425	61022630
1426	2066131
1426	4197743
1426	10833314
1426	18536342
1426	24229398
1426	50995749
1427	36180
1427	47064
1427	49757
1427	82955
1427	327055
1427	482980
1427	483501
1427	702269
1427	703534
1427	1097498
1427	1250916
1427	1251441
1427	1414937
1427	2304859
1427	2500638
1427	4164871
1427	24229398
1429	82955
1429	327055
1429	702269
1429	24229398
1430	36180
1430	82955
1430	327055
1430	482980
1430	483501
1430	702269
1430	1650915
1430	2500638
1430	4964182
1430	16727193
1430	20826540
1430	24229398
1433	82955
1433	327055
1433	702269
1433	24229398
1434	82955
1434	327055
1434	702269
1434	24229398
1436	47064
1436	82955
1436	327055
1436	702269
1436	703534
1436	1250916
1436	1414937
1436	4991371
1436	24229398
1440	47064
1440	82955
1440	327055
1440	702269
1440	703534
1440	1250916
1440	1414937
1440	24229398
1442	47064
1442	82955
1442	327055
1442	702269
1442	703534
1442	1250916
1442	1414937
1442	24229398
1446	82955
1446	327055
1446	702269
1446	24229398
1450	33999
1450	36834
1450	43845
1450	131524
1450	177220
1450	183945
1450	327055
1450	482980
1450	483501
1450	488205
1450	639669
1450	702269
1450	713200
1450	753110
1450	978044
1450	1251441
1450	1278335
1450	2405480
1450	2462658
1450	2490358
1450	2500638
1450	2643890
1450	3455803
1450	5716684
1450	13235160
1450	24229398
1450	25713832
1453	36834
1453	177220
1453	327055
1453	482980
1453	483501
1453	488205
1453	639669
1453	702269
1453	753110
1453	2500638
1453	2643890
1453	4610556
1453	24229398
1453	27943370
1463	40348
1463	43845
1463	47064
1463	82955
1463	131524
1463	185351
1463	327055
1463	702269
1463	703534
1463	1250916
1463	1414937
1463	24229398
1464	901
1464	82955
1464	188094
1464	327055
1464	483501
1464	702269
1464	1650915
1464	2500638
1464	15319501
1464	20826540
1464	24229398
1470	33231
1470	327055
1470	329439
1470	483501
1470	627325
1470	644687
1470	702269
1470	1028181
1470	1658894
1470	1925963
1470	2500638
1470	3391743
1470	5322166
1470	11569986
1470	15296811
1470	24229398
1480	82955
1480	327055
1480	702269
1480	1476215
1480	11499147
1480	15253558
1480	24229398
1488	28640
1488	36180
1488	192581
1488	327055
1488	482980
1488	483501
1488	702269
1488	1930187
1488	2500638
1488	4220892
1488	6430706
1488	6958747
1488	15980158
1488	15980804
1488	24229398
1496	45199
1496	327055
1496	2873500
1496	11900058
1496	22813352
1496	24229398
1496	30093123
1500	901
1500	36180
1500	39631
1500	43229
1500	49757
1500	82955
1500	327055
1500	482980
1500	483501
1500	702269
1500	1028181
1500	1650915
1500	2169973
1500	2306091
1500	2500638
1500	3332438
1500	3391743
1500	4287745
1500	4830453
1500	11974939
1500	12013238
1500	14467526
1500	15319501
1500	16727193
1500	20826540
1500	24229398
1500	30102337
1503	40348
1503	82955
1503	185351
1503	327055
1503	702269
1503	24229398
1511	28389
1511	28640
1511	36180
1511	36834
1511	49757
1511	158852
1511	192581
1511	214917
1511	327055
1511	482980
1511	483501
1511	486748
1511	639669
1511	702269
1511	713200
1511	864380
1511	978044
1511	1075651
1511	1162163
1511	1198887
1511	1251441
1511	1278335
1511	1350157
1511	1930187
1511	2462658
1511	2500638
1511	3387717
1511	3455803
1511	6430706
1511	6958747
1511	8178443
1511	11774156
1511	11774202
1511	15839299
1511	15980158
1511	15980804
1511	18814623
1511	20669622
1511	24229398
1511	25713832
1512	36180
1512	36834
1512	49757
1512	327055
1512	482980
1512	483501
1512	639669
1512	702269
1512	753110
1512	2500638
1512	4853732
1512	6625963
1512	11774202
1512	15949613
1512	15980158
1512	24229398
1514	36834
1514	177220
1514	327055
1514	482980
1514	483501
1514	488205
1514	639669
1514	702269
1514	753110
1514	855091
1514	1278335
1514	2500638
1514	2643890
1514	24229398
1523	82955
1523	327055
1523	372436
1523	702269
1523	24229398
1526	82955
1526	327055
1526	702269
1526	1097498
1526	1251441
1526	2304859
1526	4164871
1526	24229398
1528	82955
1528	327055
1528	702269
1528	1097498
1528	1251441
1528	2304859
1528	4164871
1528	24229398
1532	82955
1532	327055
1532	372436
1532	702269
1532	24229398
1541	901
1541	28640
1541	36180
1541	37226
1541	40348
1541	42603
1541	49757
1541	82955
1541	177826
1541	185351
1541	192581
1541	255274
1541	327055
1541	482980
1541	483501
1541	702269
1541	974144
1541	1238570
1541	1423891
1541	1650915
1541	2259532
1541	2500638
1541	3315492
1541	3400985
1541	4964182
1541	6958747
1541	12859263
1541	15319501
1541	15980158
1541	16727193
1541	17573152
1541	18931911
1541	20826540
1541	24229398
1541	28503751
1541	97667506
1544	901
1544	42973
1544	131062
1544	255274
1544	327055
1544	483501
1544	702269
1544	901402
1544	978044
1544	1251441
1544	1650915
1544	2462658
1544	2500638
1544	3391743
1544	5322166
1544	11424604
1544	20826540
1544	24229398
1544	25713832
1544	60332470
1545	33999
1545	36834
1545	177220
1545	327055
1545	482980
1545	483501
1545	488205
1545	639669
1545	702269
1545	713200
1545	753110
1545	2259451
1545	2405480
1545	2500638
1545	2643890
1545	10798782
1545	10800557
1545	24229398
1545	55960555
1585	901
1585	28640
1585	37226
1585	43845
1585	169470
1585	170790
1585	192581
1585	327055
1585	483501
1585	702269
1585	974144
1585	1622272
1585	1650915
1585	2500638
1585	3400985
1585	4359236
1585	5428874
1585	6958747
1585	20826540
1585	24229398
1589	901
1589	28640
1589	37226
1589	39631
1589	43229
1589	43845
1589	81096
1589	169470
1589	192581
1589	205375
1589	327055
1589	483501
1589	702269
1589	974144
1589	1622272
1589	1650915
1589	2169973
1589	2500638
1589	3400985
1589	4287745
1589	4359236
1589	4830453
1589	5428874
1589	6958747
1589	10872101
1589	11974939
1589	20826540
1589	24229398
1604	2066131
1604	4197743
1604	10871364
1604	18536342
1604	24229398
1604	50995749
1615	901
1615	28640
1615	37226
1615	43845
1615	45199
1615	47064
1615	81096
1615	189290
1615	192581
1615	254651
1615	327055
1615	373021
1615	483501
1615	702269
1615	703534
1615	974144
1615	1250916
1615	1414937
1615	1622272
1615	1650915
1615	2095549
1615	2500638
1615	2873500
1615	3400985
1615	4164871
1615	4359236
1615	5428874
1615	6958747
1615	10669499
1615	11900058
1615	15895020
1615	20826540
1615	22813352
1615	23640580
1615	24229398
1615	30093123
1615	61022630
1615	92262721
1618	28640
1618	36180
1618	47064
1618	81096
1618	189290
1618	192581
1618	205375
1618	254651
1618	327055
1618	373021
1618	482980
1618	483501
1618	618694
1618	702269
1618	703534
1618	864380
1618	1250916
1618	1414937
1618	1650915
1618	2095549
1618	2500638
1618	4164871
1618	4964182
1618	6958747
1618	11499147
1618	11774156
1618	15253558
1618	15980158
1618	16727193
1618	18814623
1618	20826540
1618	23640580
1618	24229398
1618	61022630
1625	43845
1625	81096
1625	82955
1625	327055
1625	702269
1625	2066131
1625	11513337
1625	24229398
1625	50995749
1628	82955
1628	327055
1628	702269
1628	2066131
1628	11513337
1628	24229398
1628	50995749
1631	33999
1631	36834
1631	177220
1631	327055
1631	482980
1631	483501
1631	639669
1631	702269
1631	713200
1631	753110
1631	2500638
1631	2643890
1631	3391743
1631	24229398
1634	47064
1634	81096
1634	212948
1634	327055
1634	702269
1634	703534
1634	937857
1634	978044
1634	1125062
1634	1250916
1634	1251441
1634	1397808
1634	1414937
1634	2066131
1634	2462658
1634	3242115
1634	4197743
1634	4991371
1634	11499147
1634	11513337
1634	13381753
1634	14616728
1634	15253558
1634	18536342
1634	24229398
1634	25713832
1634	26481809
1634	50995749
1638	327055
1638	702269
1638	978044
1638	1251441
1638	1391344
1638	2462658
1638	2588761
1638	15986539
1638	24229398
1638	25713832
1638	26481809
1638	50995749
1639	82955
1639	327055
1639	702269
1639	2066131
1639	11513337
1639	24229398
1639	50995749
1646	28389
1646	36180
1646	214917
1646	327055
1646	482980
1646	483501
1646	702269
1646	864380
1646	978044
1646	1251441
1646	2462658
1646	2500638
1646	2526255
1646	3455803
1646	6625963
1646	15980158
1646	24229398
1646	25713832
1651	2066131
1651	4009406
1651	11513337
1651	14616728
1651	24229398
1651	50995749
1652	2066131
1652	4009406
1652	11513337
1652	14616728
1652	24229398
1652	50995749
1654	2066131
1654	4009406
1654	11513337
1654	14616728
1654	24229398
1654	50995749
1655	2066131
1655	4009406
1655	11513337
1655	14616728
1655	24229398
1655	50995749
1656	2066131
1656	4009406
1656	11513337
1656	14616728
1656	24229398
